Row Label,County,Mary Yu
BELFAIR,MA,324
MILL CREEK,MA,452
HARSTINE,MA,496
DAYTON,MA,290
DOWNTOWN,MA,312
AIRPORT,MA,452
MATLOCK,MA,317
AGATE,MA,344
JOHN&#39;S PRAIRIE,MA,290
OLYMPIC VIEW,MA,447
ISABELLA,MA,218
CUSHMAN,MA,468
MASON LAKE,MA,317
SAND HILL,MA,432
KAMILCHE POINT,MA,214
HILLCREST,MA,275
EELLS,MA,126
BORDEAUX,MA,63
ANGLESIDE,MA,386
ARCADIA,MA,414
HOOD CANAL,MA,409
UNION,MA,576
LIMERICK,MA,531
FAWN LAKE,MA,439
TIGER LAKE,MA,218
PICKERING,MA,354
CALLANAN,MA,12
KAMILCHE,MA,161
VICTOR,MA,263
TWANOH,MA,242
OAKLAND BAY,MA,286
TAHUYA,MA,380
ALLYN,MA,659
DEWATTO,MA,414
TIMBERLAKE,MA,482
GRAPEVIEW,MA,476
FAIR HARBOR,MA,277
TRAIL&#39;S END,MA,414
SKOKOMISH,MA,91
Total,MA,13321
