Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,TH,NULL,49159,35517
Cougar Mountain,28,TH,NULL,34,48
Clear Lake,30,TH,NULL,227,295
Lackamas,31,TH,NULL,52,82
Morris,32,TH,NULL,133,275
Evergreen Ballroom,33,TH,NULL,221,218
Trails End,34,TH,NULL,377,280
Kaiser,35,TH,NULL,122,51
Rich,36,TH,NULL,125,186
Delta(*),38,TH,NULL,0,0
Jones Beach,39,TH,NULL,140,79
Simmons 9,42,TH,NULL,4,3
University North,43,TH,NULL,68,76
Steamboat Island,44,TH,NULL,192,103
Rocky Prairie,45,TH,NULL,84,168
Lawrence Lake,46,TH,NULL,188,267
Woodard Creek,47,TH,NULL,185,137
Michigan Hill,48,TH,NULL,71,146
Scott Lake South,49,TH,NULL,119,155
Salmon Creek,50,TH,NULL,74,150
Spurgeon Creek,51,TH,NULL,83,87
James,52,TH,NULL,109,226
Vail,53,TH,NULL,153,271
Rochester 5,54,TH,NULL,115,256
Rochester 4,55,TH,NULL,110,187
Medicine Creek,57,TH,NULL,70,91
Skokomish,58,TH,NULL,154,129
Pleasant Hill,59,TH,NULL,206,179
Smith Prairie,60,TH,NULL,139,289
Black River,62,TH,NULL,223,306
Ames,63,TH,NULL,205,110
Airport,64,TH,NULL,15,15
Luhr Beach,65,TH,NULL,213,216
Fish Trap,66,TH,NULL,198,98
Quince(*),67,TH,NULL,0,0
Simmons 2(*),68,TH,NULL,0,0
Simmons 3,69,TH,NULL,10,8
Simmons 4,70,TH,NULL,11,9
Pines,74,TH,NULL,107,169
Long Lake,75,TH,NULL,64,33
Hawk Acres,76,TH,NULL,139,110
Zenkner Valley,77,TH,NULL,23,63
Tri Lakes,78,TH,NULL,102,107
University South,79,TH,NULL,115,91
Tolmie,80,TH,NULL,69,77
Military,81,TH,NULL,68,111
Glen Terra,82,TH,NULL,60,55
Prine,83,TH,NULL,30,42
Glenwood,84,TH,NULL,89,44
Greenridge,86,TH,NULL,115,120
Woodland,88,TH,NULL,209,132
Tilley,89,TH,NULL,194,216
Sweet Briar,90,TH,NULL,348,148
Deerbrush,91,TH,NULL,205,179
Mushroom Corner,92,TH,NULL,191,133
Trailblazer,93,TH,NULL,70,59
Frye Cove,94,TH,NULL,257,171
Oyster Bay,95,TH,NULL,246,161
Summit Lake,96,TH,NULL,145,184
Delridge,97,TH,NULL,68,33
Marvin,98,TH,NULL,221,196
Alpine,99,TH,NULL,342,272
Hewitt Lake,100,TH,NULL,329,139
Zangle,101,TH,NULL,202,141
Boston Harbor,102,TH,NULL,331,95
Gull Harbor,103,TH,NULL,165,81
Friendly Grove,104,TH,NULL,102,123
South Bay,105,TH,NULL,205,244
Puget,106,TH,NULL,243,236
Bigelow,107,TH,NULL,205,127
Pleasant Glade,109,TH,NULL,126,96
Montgomery,110,TH,NULL,93,88
Nisqually,111,TH,NULL,133,146
Roosevelt,112,TH,NULL,271,173
Kinwood,113,TH,NULL,162,131
Mckinley,114,TH,NULL,84,48
Forest,115,TH,NULL,312,177
St Clair,116,TH,NULL,184,185
Hicks,117,TH,NULL,38,23
Fleetwood,118,TH,NULL,251,218
Lydia Hawk,119,TH,NULL,309,244
Hays,120,TH,NULL,175,97
Indian Summer,121,TH,NULL,292,129
Chambers,122,TH,NULL,297,274
Freedom,123,TH,NULL,291,144
Fristoe,124,TH,NULL,98,153
Deschutes,125,TH,NULL,134,312
Longmire,126,TH,NULL,81,146
Ruth Prairie,127,TH,NULL,57,103
Weir Prairie,128,TH,NULL,115,252
College,129,TH,NULL,52,8
Bald Hills,130,TH,NULL,32,82
Hunter Point,131,TH,NULL,139,102
Griffin,132,TH,NULL,225,133
Schneiders Prairie,133,TH,NULL,173,133
Cooper Point,134,TH,NULL,253,117
Butler Cove,135,TH,NULL,213,119
Broadway,136,TH,NULL,333,130
Plainview,139,TH,NULL,387,195
Mud Bay,140,TH,NULL,197,147
Mclane,141,TH,NULL,138,150
Bush Prairie,143,TH,NULL,43,46
Black Lake,144,TH,NULL,258,233
Delphi,145,TH,NULL,170,182
South Union,146,TH,NULL,232,259
Plumb,147,TH,NULL,165,240
Scatter Creek,148,TH,NULL,93,170
Mcintosh,149,TH,NULL,254,391
Violet Prairie,150,TH,NULL,138,318
Littlerock,151,TH,NULL,272,331
Rochester 1,153,TH,NULL,146,292
Rochester 2,154,TH,NULL,110,221
Scott Lake North,155,TH,NULL,92,74
Grand Mound,156,TH,NULL,55,120
Gibson Valley,157,TH,NULL,12,60
Skookumchuck,158,TH,NULL,101,261
Johnson Point,160,TH,NULL,281,207
Wards,161,TH,NULL,123,35
Thompson,162,TH,NULL,118,88
Smith Lake,163,TH,NULL,204,156
Evergreen Shores,164,TH,NULL,143,161
Sunwood Lakes,165,TH,NULL,293,288
Eaton Creek,166,TH,NULL,95,137
Hawks Ridge,167,TH,NULL,83,53
Holmes,168,TH,NULL,183,137
Mcallister Creek,169,TH,NULL,154,131
Rochester 3,170,TH,NULL,153,204
Waddell Creek,171,TH,NULL,136,172
Tykle Cove,172,TH,NULL,252,130
Camelot,173,TH,NULL,136,108
French,174,TH,NULL,291,98
Sunset Beach,175,TH,NULL,353,88
Henderson,176,TH,NULL,279,218
Pattison,178,TH,NULL,194,171
Four Corners,179,TH,NULL,211,336
Stedman,180,TH,NULL,120,161
Munn Lake,182,TH,NULL,132,95
Beach Crest,183,TH,NULL,159,121
Scheller,184,TH,NULL,71,98
Fair Oaks,185,TH,NULL,137,121
Wilderness,186,TH,NULL,322,170
Mullen,187,TH,NULL,235,179
Sleater Kinney,189,TH,NULL,174,139
Lakeside,190,TH,NULL,89,95
Gallagher Cove,191,TH,NULL,341,223
East Olympia,192,TH,NULL,165,162
Berry Valley,193,TH,NULL,112,177
Hartwood,194,TH,NULL,376,274
Libby,195,TH,NULL,193,123
Meadows,196,TH,NULL,149,153
Summerset,197,TH,NULL,310,277
Henness,198,TH,NULL,191,435
Beaver Creek,199,TH,NULL,237,421
