Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,WL,NULL,11090,3421
Alderbrook 01,1,WL,NULL,144,53
Alder 02,2,WL,NULL,106,40
Ash 03,3,WL,NULL,248,95
Baumeister 04,4,WL,NULL,259,72
Birch 05,5,WL,NULL,172,48
Clark 06,6,WL,NULL,116,29
College 07,7,WL,NULL,193,38
Edison 08,8,WL,NULL,165,56
Garfield 09,9,WL,NULL,181,81
Green Park 10,10,WL,NULL,141,31
Henderson 11,11,WL,NULL,163,56
Isaacs 12,12,WL,NULL,131,47
Jefferson 13,13,WL,NULL,369,79
Maple 16,16,WL,NULL,339,116
Marcus 17,17,WL,NULL,427,99
Monroe 18,18,WL,NULL,400,108
Paine 20,20,WL,NULL,88,35
Pine 21,21,WL,NULL,114,43
Pleasant 22,22,WL,NULL,315,118
Sharpstein 23,23,WL,NULL,158,54
Spruce 24,24,WL,NULL,139,42
Stadium 25,25,WL,NULL,153,54
Tausick 26,26,WL,NULL,161,53
Wainwright 28,28,WL,NULL,287,81
Watertown 29,29,WL,NULL,156,44
Abbott 31,31,WL,NULL,213,39
Baker 33,33,WL,NULL,56,16
Ice Harbor 34,34,WL,NULL,246,112
Berney 35,35,WL,NULL,165,54
Blalock 36,36,WL,NULL,301,85
Braden 37,37,WL,NULL,296,79
Burbank 38,38,WL,NULL,293,133
Clyde 39,39,WL,NULL,17,5
Derry 40,40,WL,NULL,97,34
Dixie 41,41,WL,NULL,149,62
Eureka 5 42,42,WL,NULL,28,17
Eureka 4 43(*),43,WL,NULL,0,0
Frenchtown 5 44,44,WL,NULL,117,40
Frenchtown 4 45,45,WL,NULL,30,9
Garrison 46,46,WL,NULL,143,51
Gose 47,47,WL,NULL,58,20
Lincoln 49,49,WL,NULL,44,10
Mill Creek 50,50,WL,NULL,153,39
Moore 51,51,WL,NULL,149,31
Pros Point 52,52,WL,NULL,573,142
Ritz 53,53,WL,NULL,357,83
McNary 54,54,WL,NULL,164,45
Touchet 4 55,55,WL,NULL,199,71
Touchet 5 56(*),56,WL,NULL,0,0
Twin Grove 57,57,WL,NULL,159,41
Yellowhawk 58,58,WL,NULL,28,5
Wallula 59,59,WL,NULL,25,8
Washington 60,60,WL,NULL,84,37
CP 1 61,61,WL,NULL,317,89
CP 2 62,62,WL,NULL,220,87
CP 3 63,63,WL,NULL,295,96
Prescott 64,64,WL,NULL,50,24
Waitsburg 65,65,WL,NULL,285,86
CP 4 66,66,WL,NULL,350,110
CP 5 67,67,WL,NULL,259,70
CP 6 68,68,WL,NULL,42,17
