Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,BE,NULL,32742,10063
Hanford 4,96,BE,NULL,0,0
Hanford 3,97,BE,NULL,0,0
Hanford 2,98,BE,NULL,0,0
Hanford 1,99,BE,NULL,0,0
450,450,BE,NULL,225,44
455,455,BE,NULL,174,51
460,460,BE,NULL,158,49
465,465,BE,NULL,202,49
470,470,BE,NULL,150,45
Carley(*),1020,BE,NULL,0,0
Onion(*),1021,BE,NULL,0,0
Crow Butte,1022,BE,NULL,18,6
Horse Heaven,1023,BE,NULL,27,4
Columbia(*),1060,BE,NULL,0,0
Black Rock(*),1061,BE,NULL,0,0
Expansion(*),1090,BE,NULL,0,0
Salmon,1091,BE,NULL,36,11
Paterson,1240,BE,NULL,9,7
Roe,1241,BE,NULL,10,4
Rattlesnake,1290,BE,NULL,45,4
Ida,1291,BE,NULL,0,0
Ridge,1292,BE,NULL,0,0
Reese,1360,BE,NULL,29,4
Pearson(*),1362,BE,NULL,0,0
Sacagawea(*),1363,BE,NULL,0,0
Wheat,1364,BE,NULL,0,0
Tumble Weed,1365,BE,NULL,35,16
Cook,1400,BE,NULL,11,4
Dot,1402,BE,NULL,77,50
McBee(*),1403,BE,NULL,0,0
Weidle,1404,BE,NULL,32,9
Reata,1406,BE,NULL,166,44
Elk,1407,BE,NULL,0,0
Griffin(*),1408,BE,NULL,0,0
Goose Ridge,1409,BE,NULL,41,21
Cone,1412,BE,NULL,121,35
Vineyard(*),1413,BE,NULL,0,0
Sunny,1414,BE,NULL,53,11
Badger,1420,BE,NULL,150,45
Chandler,1422,BE,NULL,20,12
W1 - P645,1645,BE,NULL,46,14
W1 - P646,1646,BE,NULL,70,17
W1 - P650,1650,BE,NULL,216,79
W1 - P651,1651,BE,NULL,47,12
W1 - P655,1655,BE,NULL,114,35
W1 - P656,1656,BE,NULL,91,30
W1 - P657,1657,BE,NULL,151,43
W1 - P660,1660,BE,NULL,164,78
W1-P663,1663,BE,NULL,154,56
W1 - P664,1664,BE,NULL,326,64
W1 - P665,1665,BE,NULL,244,64
W1 - P667,1667,BE,NULL,85,42
W1 - P668,1668,BE,NULL,315,88
W1 - P669,1669,BE,NULL,115,48
W1 - P670,1670,BE,NULL,169,54
W1 - P674,1674,BE,NULL,143,42
W1 - P675,1675,BE,NULL,88,26
W1 - P676,1676,BE,NULL,275,56
W1 - P680,1680,BE,NULL,254,63
W1 - P681,1681,BE,NULL,178,51
W1 - P682,1682,BE,NULL,300,64
W1 - P683,1683,BE,NULL,191,39
W1 - P685,1685,BE,NULL,259,63
W1 - P686,1686,BE,NULL,191,64
W1 - P690,1690,BE,NULL,276,54
W1 - P691,1691,BE,NULL,31,9
Buena Vista,2401,BE,NULL,268,104
Prosser North,2403,BE,NULL,178,64
South,2404,BE,NULL,158,35
Riverside,2405,BE,NULL,207,55
Walnut Grove,2406,BE,NULL,116,46
Susie,2407,BE,NULL,14,10
Apricot,2408,BE,NULL,38,21
Bobbie,2409,BE,NULL,0,0
W2 - P560,2560,BE,NULL,100,46
W2 - P565,2565,BE,NULL,77,34
W2 - P570,2570,BE,NULL,168,49
W2-P574,2574,BE,NULL,102,38
W2 - P575,2575,BE,NULL,76,32
W2 - P580,2580,BE,NULL,129,33
W2 - P585,2585,BE,NULL,101,30
W2 - P590,2590,BE,NULL,136,47
W2 - P595,2595,BE,NULL,139,53
W2 - P600,2600,BE,NULL,105,26
W2 - P601,2601,BE,NULL,89,38
W2 - P605,2605,BE,NULL,135,50
W2 - P610,2610,BE,NULL,129,30
W2 - P615,2615,BE,NULL,57,15
W2 - P620,2620,BE,NULL,118,50
W2 - P625,2625,BE,NULL,198,66
W2 - P626,2626,BE,NULL,93,48
W2 - P630,2630,BE,NULL,170,73
W2 - P633,2633,BE,NULL,209,47
W2 - P634,2634,BE,NULL,290,53
W2 - P635,2635,BE,NULL,225,75
W2 - P636,2636,BE,NULL,211,46
W2 - P637,2637,BE,NULL,223,61
W2 - P638,2638,BE,NULL,214,64
W2 - P639,2639,BE,NULL,124,37
W2 - P640,2640,BE,NULL,187,48
W2 - P641,2641,BE,NULL,143,16
Benton North,3001,BE,NULL,217,96
Benton South,3002,BE,NULL,145,71
Benton East,3003,BE,NULL,0,0
Legion,3101,BE,NULL,163,75
Kiona,3102,BE,NULL,250,131
Roza,3103,BE,NULL,0,0
Yakima,3104,BE,NULL,3,2
Demoss,3105,BE,NULL,12,3
Edgewater,3106,BE,NULL,144,56
Cherry,3107,BE,NULL,200,77
W3 - P500,3500,BE,NULL,35,18
W3 - P505,3505,BE,NULL,125,59
W3 - P510,3510,BE,NULL,91,33
W3-P511,3511,BE,NULL,13,5
W3 - P515,3515,BE,NULL,99,44
W3-P516,3516,BE,NULL,9,3
W3 - P520,3520,BE,NULL,66,30
W3 - P525,3525,BE,NULL,121,37
W3 - P530,3530,BE,NULL,93,55
W3 - P535,3535,BE,NULL,69,32
W3 - P540,3540,BE,NULL,182,61
W3 - P545,3545,BE,NULL,96,37
W3 - P550,3550,BE,NULL,211,51
W3 - P551,3551,BE,NULL,164,67
W3 - P552,3552,BE,NULL,194,53
W3 - P553,3553,BE,NULL,164,62
W3 - P555,3555,BE,NULL,162,44
W3 - P556,3556,BE,NULL,234,106
W3 - P557,3557,BE,NULL,221,65
W3 - P558,3558,BE,NULL,260,82
W3 - P559,3559,BE,NULL,231,83
W3 - P560,3560,BE,NULL,106,22
WR 1,4001,BE,NULL,101,37
WR 2,4002,BE,NULL,111,43
WR 3,4003,BE,NULL,91,39
WR 4,4004,BE,NULL,256,98
WR 5,4005,BE,NULL,78,23
WR 6,4006,BE,NULL,256,81
WR 7,4007,BE,NULL,230,55
WR 8,4008,BE,NULL,274,61
WR 9,4009,BE,NULL,169,38
WR 10,4010,BE,NULL,16,8
WR 11,4011,BE,NULL,189,56
WR12,4012,BE,NULL,217,83
WR13,4013,BE,NULL,156,48
WR14,4014,BE,NULL,276,78
WR15,4015,BE,NULL,154,69
WR 16,4016,BE,NULL,138,41
WR 17,4017,BE,NULL,154,37
Enterprise,4101,BE,NULL,151,30
Harrington,4102,BE,NULL,238,74
Red Mountain,4103,BE,NULL,153,73
Cascade,5602,BE,NULL,166,47
Clements,5603,BE,NULL,39,15
Finley,5606,BE,NULL,256,104
Hawthorne,5608,BE,NULL,104,45
Hedges,5609,BE,NULL,134,60
Jewel,5613,BE,NULL,27,10
Kennewick Valley,5615,BE,NULL,171,68
Umatilla,5619,BE,NULL,75,36
Vista,5621,BE,NULL,85,31
Washington,5622,BE,NULL,64,30
Yellowstone,5623,BE,NULL,95,43
Oak,5624,BE,NULL,91,36
Celilo,5625,BE,NULL,243,59
Randy,5626,BE,NULL,76,23
El Rancho,5627,BE,NULL,318,79
Mills,5628,BE,NULL,232,74
