Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,KP,NULL,4925,2381
HANSVILLE 415,100415,KP,NULL,219,133
POINT NO POINT 416,100416,KP,NULL,520,264
TWIN SPITS 417,100417,KP,NULL,393,214
POINT JEFFERSON 419,100419,KP,NULL,274,152
INDIANOLA 420,100420,KP,NULL,494,153
ORCA 421,100421,KP,NULL,241,129
APPLE TREE 422,100422,KP,NULL,368,191
HIGHLAND 423,100423,KP,NULL,183,126
KINGSTON 430,100430,KP,NULL,529,218
PORT GAMBLE 450,100450,KP,NULL,35,15
STRIEBEL 453,100453,KP,NULL,354,184
GAMBLEWOOD 454,100454,KP,NULL,191,102
MILLER BAY 458,100458,KP,NULL,390,222
SUQUAMISH 460,100460,KP,NULL,279,95
AUGUSTA 461,100461,KP,NULL,199,95
TOTTEN 463,100463,KP,NULL,182,61
SANDY HOOK 464,100464,KP,NULL,74,27
