Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,WM,NULL,15779,38626
101,101,WM,NULL,121,221
102,102,WM,NULL,76,185
103,103,WM,NULL,100,255
104,104,WM,NULL,70,161
105,105,WM,NULL,42,146
106    ,106,WM,NULL,93,226
107,107,WM,NULL,122,321
108,108,WM,NULL,160,287
110,110,WM,NULL,89,241
111    ,111,WM,NULL,96,257
112,112,WM,NULL,43,118
113,113,WM,NULL,79,243
114,114,WM,NULL,49,163
115,115,WM,NULL,86,269
116,116,WM,NULL,89,133
117,117,WM,NULL,87,189
118,118,WM,NULL,108,280
119    ,119,WM,NULL,65,133
120,120,WM,NULL,74,247
121,121,WM,NULL,77,158
122,122,WM,NULL,61,182
123,123,WM,NULL,48,185
124    ,124,WM,NULL,48,155
125,125,WM,NULL,88,235
126    ,126,WM,NULL,102,340
127,127,WM,NULL,158,321
129,129,WM,NULL,76,262
130,130,WM,NULL,70,149
131,131,WM,NULL,112,312
132,132,WM,NULL,78,198
133,133,WM,NULL,64,174
134    ,134,WM,NULL,122,346
135,135,WM,NULL,99,231
136    ,136,WM,NULL,110,231
137,137,WM,NULL,68,156
138,138,WM,NULL,103,250
139,139,WM,NULL,49,123
140    ,140,WM,NULL,144,367
141    ,141,WM,NULL,115,290
142,142,WM,NULL,94,203
143    ,143,WM,NULL,52,184
144    ,144,WM,NULL,95,294
145    ,145,WM,NULL,132,333
146    ,146,WM,NULL,112,317
147,147,WM,NULL,102,259
148,148,WM,NULL,92,274
149,149,WM,NULL,76,203
150,150,WM,NULL,94,307
151,151,WM,NULL,104,332
152,152,WM,NULL,97,253
153,153,WM,NULL,68,234
154    ,154,WM,NULL,69,190
155,155,WM,NULL,66,181
156    ,156,WM,NULL,41,110
157,157,WM,NULL,68,103
158    ,158,WM,NULL,41,124
159    ,159,WM,NULL,39,65
160    ,160,WM,NULL,108,246
161    ,161,WM,NULL,49,172
162    ,162,WM,NULL,77,207
163    ,163,WM,NULL,93,221
164    ,164,WM,NULL,51,76
165    ,165,WM,NULL,49,136
166    ,166,WM,NULL,132,278
167    ,167,WM,NULL,16,44
168    ,168,WM,NULL,126,314
169    ,169,WM,NULL,133,385
170    ,170,WM,NULL,72,197
171    ,171,WM,NULL,92,292
172    ,172,WM,NULL,64,181
173    ,173,WM,NULL,82,223
174    ,174,WM,NULL,85,200
175    ,175,WM,NULL,102,241
176    ,176,WM,NULL,68,201
177    ,177,WM,NULL,73,170
178    ,178,WM,NULL,140,248
179    ,179,WM,NULL,37,67
180    ,180,WM,NULL,68,262
181    ,181,WM,NULL,123,311
182    ,182,WM,NULL,152,313
183    ,183,WM,NULL,5,11
201    ,201,WM,NULL,148,412
