Row Label,PrecinctCode,County,Registered Voters,Mary Yu
W1 - P686,1686,BE,NULL,208
W1 - P690,1690,BE,NULL,280
W1 - P691,1691,BE,NULL,34
Buena Vista,2401,BE,NULL,313
Prosser North,2403,BE,NULL,200
South,2404,BE,NULL,157
Riverside,2405,BE,NULL,219
Walnut Grove,2406,BE,NULL,132
Susie,2407,BE,NULL,17
Apricot,2408,BE,NULL,54
Bobbie,2409,BE,NULL,0
W2 - P560,2560,BE,NULL,122
W2 - P565,2565,BE,NULL,93
W2 - P570,2570,BE,NULL,188
W2-P574,2574,BE,NULL,118
W2 - P575,2575,BE,NULL,85
W2 - P580,2580,BE,NULL,133
W2 - P585,2585,BE,NULL,106
W2 - P590,2590,BE,NULL,152
W2 - P595,2595,BE,NULL,148
W2 - P600,2600,BE,NULL,108
W2 - P601,2601,BE,NULL,112
W2 - P605,2605,BE,NULL,145
W2 - P610,2610,BE,NULL,132
W2 - P615,2615,BE,NULL,62
W2 - P620,2620,BE,NULL,141
W2 - P625,2625,BE,NULL,222
W2 - P626,2626,BE,NULL,126
W2 - P630,2630,BE,NULL,189
W2 - P633,2633,BE,NULL,194
W2 - P634,2634,BE,NULL,269
W2 - P635,2635,BE,NULL,244
W2 - P636,2636,BE,NULL,199
W2 - P637,2637,BE,NULL,232
W2 - P638,2638,BE,NULL,233
W2 - P639,2639,BE,NULL,136
W2 - P640,2640,BE,NULL,183
W2 - P641,2641,BE,NULL,135
Benton North,3001,BE,NULL,257
Benton South,3002,BE,NULL,184
Benton East,3003,BE,NULL,0
Legion,3101,BE,NULL,185
Kiona,3102,BE,NULL,291
Roza,3103,BE,NULL,0
Yakima,3104,BE,NULL,3
Demoss,3105,BE,NULL,11
Edgewater,3106,BE,NULL,151
Cherry,3107,BE,NULL,230
W3 - P500,3500,BE,NULL,41
W3 - P505,3505,BE,NULL,157
W3 - P510,3510,BE,NULL,107
W3-P511,3511,BE,NULL,18
W3 - P515,3515,BE,NULL,117
W3-P516,3516,BE,NULL,11
W3 - P520,3520,BE,NULL,86
W3 - P525,3525,BE,NULL,122
W3 - P530,3530,BE,NULL,127
W3 - P535,3535,BE,NULL,95
W3 - P540,3540,BE,NULL,206
W3 - P545,3545,BE,NULL,116
W3 - P550,3550,BE,NULL,208
W3 - P551,3551,BE,NULL,192
W3 - P552,3552,BE,NULL,215
W3 - P553,3553,BE,NULL,199
W3 - P555,3555,BE,NULL,176
W3 - P556,3556,BE,NULL,275
W3 - P557,3557,BE,NULL,227
W3 - P558,3558,BE,NULL,276
W3 - P559,3559,BE,NULL,263
W3 - P560,3560,BE,NULL,99
WR 1,4001,BE,NULL,109
WR 2,4002,BE,NULL,125
WR 3,4003,BE,NULL,108
WR 4,4004,BE,NULL,275
WR 5,4005,BE,NULL,80
WR 6,4006,BE,NULL,266
WR 7,4007,BE,NULL,242
WR 8,4008,BE,NULL,260
WR 9,4009,BE,NULL,169
WR 10,4010,BE,NULL,19
WR 11,4011,BE,NULL,200
WR12,4012,BE,NULL,243
WR13,4013,BE,NULL,161
WR14,4014,BE,NULL,284
WR15,4015,BE,NULL,185
WR 16,4016,BE,NULL,152
WR 17,4017,BE,NULL,153
Enterprise,4101,BE,NULL,132
Harrington,4102,BE,NULL,250
Red Mountain,4103,BE,NULL,176
Cascade,5602,BE,NULL,184
Clements,5603,BE,NULL,39
Finley,5606,BE,NULL,298
Hawthorne,5608,BE,NULL,135
Hedges,5609,BE,NULL,154
Jewel,5613,BE,NULL,28
Kennewick Valley,5615,BE,NULL,191
Umatilla,5619,BE,NULL,86
Vista,5621,BE,NULL,95
Washington,5622,BE,NULL,77
Yellowstone,5623,BE,NULL,111
Oak,5624,BE,NULL,103
Celilo,5625,BE,NULL,227
Randy,5626,BE,NULL,73
El Rancho,5627,BE,NULL,290
Mills,5628,BE,NULL,255
Ivey,5629,BE,NULL,153
Canyon,5630,BE,NULL,196
Miller,5631,BE,NULL,1
Candy,5632,BE,NULL,5
French,5633,BE,NULL,26
Shockley,5634,BE,NULL,4
Liberty,5635,BE,NULL,10
Gage,5636,BE,NULL,5
Orchard,5637,BE,NULL,9
White Bluffs,5638,BE,NULL,273
(none),5639,BE,NULL,179
105,6105,BE,NULL,148
110,6110,BE,NULL,164
115,6115,BE,NULL,135
120,6120,BE,NULL,211
125,6125,BE,NULL,133
130,6130,BE,NULL,171
135,6135,BE,NULL,162
140,6140,BE,NULL,153
145,6145,BE,NULL,262
150,6150,BE,NULL,243
151,6151,BE,NULL,374
155,6155,BE,NULL,281
160,6160,BE,NULL,249
165,6165,BE,NULL,139
170,6170,BE,NULL,158
175,6175,BE,NULL,330
180,6180,BE,NULL,112
185,6185,BE,NULL,91
186,6186,BE,NULL,67
190,6190,BE,NULL,202
195,6195,BE,NULL,161
200,6200,BE,NULL,158
205,6205,BE,NULL,138
210,6210,BE,NULL,137
215,6215,BE,NULL,137
220,6220,BE,NULL,111
225,6225,BE,NULL,163
230,6230,BE,NULL,140
235,6235,BE,NULL,123
240,6240,BE,NULL,273
245,6245,BE,NULL,155
250,6250,BE,NULL,199
255,6255,BE,NULL,180
260,6260,BE,NULL,152
265,6265,BE,NULL,167
270,6270,BE,NULL,226
271,6271,BE,NULL,98
275,6275,BE,NULL,84
278,6278,BE,NULL,220
279,6279,BE,NULL,84
280,6280,BE,NULL,242
281,6281,BE,NULL,268
282,6282,BE,NULL,289
283,6283,BE,NULL,160
284,6284,BE,NULL,179
285,6285,BE,NULL,308
286,6286,BE,NULL,150
287,6287,BE,NULL,136
288,6288,BE,NULL,186
289,6289,BE,NULL,297
290,6290,BE,NULL,229
291,6291,BE,NULL,248
292,6292,BE,NULL,162
293,6293,BE,NULL,118
295,6295,BE,NULL,194
300,6300,BE,NULL,188
301,6301,BE,NULL,193
305,6305,BE,NULL,180
310,6310,BE,NULL,223
311,6311,BE,NULL,0
315,6315,BE,NULL,325
316,6316,BE,NULL,0
320,6320,BE,NULL,269
