Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,FE,NULL,1344,1595
BELCHER,101,FE,NULL,37,61
BOYDS,102,FE,NULL,57,80
CURLEW,103,FE,NULL,23,6
HALL CREEK,104,FE,NULL,57,56
INCHELIUM,105,FE,NULL,71,29
KELLER,106,FE,NULL,64,48
KETTLE RIVER,107,FE,NULL,94,116
KEWA,108,FE,NULL,74,33
LAMBERT,109,FE,NULL,37,43
MALO,110,FE,NULL,64,104
ORIENT,111,FE,NULL,71,70
REPUBLIC 1,112,FE,NULL,97,93
REPUBLIC 2,113,FE,NULL,91,104
SAN POIL,114,FE,NULL,102,158
SHERMAN,115,FE,NULL,89,140
SOUTH LAKE,116,FE,NULL,70,84
STORM KING,117,FE,NULL,90,126
TORODA,118,FE,NULL,47,65
TROUT CREEK,119,FE,NULL,109,179
